NAME NAME Blurry and spotty . Glad we pay every month for this service ! 	NAME NAME Blurry and spotty .<br> Glad we pay every month for this service !	2	-2	 NAME[0] NAME[0] Blurry[-1] and[0] spotty[0] [[Sentence=-2,1=word max, 1-5]] Glad[1] we[0] pay[0] every[0] month[0] for[0] this[0] service[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
What TShirt , funny Tshirt , statement shirt , graphic tee , funny shirt , carto… HYPERLINK  funny HYPERLINK	What TShirt , funny Tshirt , statement shirt , graphic tee , funny shirt , carto… HYPERLINK  funny HYPERLINK	2	-1	 What[0] TShirt[0] funny[1] Tshirt[0] statement[0] shirt[0] graphic[0] tee[0] funny[1] shirt[0] carto…[0] HYPERLINK[0] funny[1] HYPERLINK[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
This wind is slaying ( did I use that right) 	This wind is slaying ( did I use that right)	1	-1	 This[0] wind[0] is[0] slaying[0] did[0] I[0] use[0] that[0] right[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME NAME Dude you might wanna tune in to NAME M-F 6:00am -10:00am CST . 	NAME NAME Dude you might wanna tune in to NAME M-F 6:00am -10:00am CST .	1	-1	 NAME[0] NAME[0] Dude[0] you[0] might[0] wanna[0] tune[0] in[0] to[0] NAME[0] M[0] F[0] 6[0] :00am[0] -10[0] :00am[0] CST[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME fitness plan . . Walk back and forth across my apartment multiple times each day to reset the modem . . Thanks guys   	NAME fitness plan .<br> .<br> Walk back and forth across my apartment multiple times each day to reset the modem .<br> .<br> Thanks guys  	2	-1	 NAME[0] fitness[0] plan[0] [[Sentence=-1,1=word max, 1-5]] Walk[0] back[0] and[0] forth[0] across[0] my[0] apartment[0] multiple[0] times[0] each[0] day[0] to[0] reset[0] the[0] modem[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] guys[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME NAME thank god Tanner glass is playing so he could be a deterrent 	NAME NAME thank god Tanner glass is playing so he could be a deterrent	2	-2	 NAME[0] NAME[0] thank[1] god[0] Tanner[0] glass[0] is[0] playing[1] so[0] he[0] could[0] be[0] a[0] deterrent[-1] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
Omg bluejays just won the day ! HYPERLINK	Omg bluejays just won the day !<br> HYPERLINK	2	-1	 Omg[1] bluejays[0] just[0] won[0] the[0] day[0] [[Sentence=-1,2=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
After deleting earlier tweet ? Ignorance ! "NAME NAME NAME NAME I give up .  ironyalert  metonymy"	After deleting earlier tweet ?<br> Ignorance !<br> "NAME NAME NAME NAME I give up .<br>  ironyalert  metonymy"	1	-3	 After[0] deleting[0] earlier[0] tweet[0] [[Sentence=-1,1=word max, 1-5]] Ignorance[-2] [[Sentence=-3,1=word max, 1-5]] NAME[0] NAME[0] NAME[0] NAME[0] I[0] give[0] up[0] [[Sentence=-1,1=word max, 1-5]] ironyalert[0] metonymy[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
Wow what a shock , amazing #WrestleMania moment when #SHAQ turns up ! 	Wow what a shock , amazing #WrestleMania moment when #SHAQ turns up !	3	-3	 Wow[2] what[0] a[0] shock[-2] amazing[2] #WrestleMania[0] moment[0] when[0] #SHAQ[0] turns[0] up[0] [[Sentence=-3,3=word max, 1-5]][[[3,-3 max of sentences]]]
Saw some heart attacks in the obituaries this morning . Damnit Obama , stop killing people .  ConspiracyTheories	Saw some heart attacks in the obituaries this morning .<br> Damnit Obama , stop killing people .<br>  ConspiracyTheories	1	-3	 Saw[0] some[0] heart[0] attacks[-2] in[0] the[0] obituaries[0] this[0] morning[0] [[Sentence=-3,1=word max, 1-5]] Damnit[-1] Obama[0] stop[0] killing[-1] people[0] [[Sentence=-2,1=word max, 1-5]] ConspiracyTheories[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
I'm absolutely stunned that a Roy Williams team lost a big game ?  DukevsUNC	I'm absolutely stunned that a Roy Williams team lost a big game ?<br>  DukevsUNC	1	-3	 I'm[0] absolutely[0] stunned[-1][-1 LastWordBoosterStrength] that[0] a[0] Roy[0] Williams[0] team[0] lost[0] a[0] big[0] game[0] [[Sentence=-3,1=word max, 1-5]] DukevsUNC[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
NAME  3 But after 18 months of a moldy house I guess NAME just chalks it up to being "acceptable" while they hike our r…	NAME  3 But after 18 months of a moldy house I guess NAME just chalks it up to being "acceptable" while they hike our r…	1	-1	 NAME[0] 3[0] But[0] after[0] 18[0] months[0] of[0] a[0] moldy[0] house[0] I[0] guess[0] NAME[0] just[0] chalks[0] it[0] up[0] to[0] being[0] acceptable[0] while[0] they[0] hike[0] our[0] r…[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME That's a winning argument right there 	NAME That's a winning argument right there	2	-2	 NAME[0] That's[0] a[0] winning[1] argument[-1] right[0] there[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
Sure am glad we traded Andy . NAME look better already .  FireGriffin	Sure am glad we traded Andy .<br> NAME look better already .<br>  FireGriffin	2	-1	 Sure[0] am[0] glad[1] we[0] traded[0] Andy[0] [[Sentence=-1,2=word max, 1-5]] NAME[0] look[0] better[0] already[0] [[Sentence=-1,1=word max, 1-5]] FireGriffin[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
NAME is this on tv ? NAME	NAME is this on tv ?<br> NAME	1	-1	 NAME[0] is[0] this[0] on[0] tv[0] [[Sentence=-1,1=word max, 1-5]] NAME[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Things that grind my gears: dorm/ housing costs at Wooster . Sure go ahead and perpetuate the socio-economic divide . 	Things that grind my gears: dorm/ housing costs at Wooster .<br> Sure go ahead and perpetuate the socio-economic divide .	1	-1	 Things[0] that[0] grind[0] my[0] gears[0] dorm/[0] housing[0] costs[0] at[0] Wooster[0] [[Sentence=-1,1=word max, 1-5]] Sure[0] go[0] ahead[0] and[0] perpetuate[0] the[0] socio[0] economic[0] divide[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
WELL AJ IS BURIED ! #wrestlemania 	WELL AJ IS BURIED !<br> #wrestlemania	1	-3	 WELL[0] AJ[0] IS[0] BURIED[-2] [[Sentence=-3,1=word max, 1-5]] #wrestlemania[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
the quicker way to get Marshmallow on your #Honor , buy the new one coming 'soon' #honorblue #forthebrave #notfortheimpatient 	the quicker way to get Marshmallow on your #Honor , buy the new one coming 'soon' #honorblue #forthebrave #notfortheimpatient	1	-1	 the[0] quicker[0] way[0] to[0] get[0] Marshmallow[0] on[0] your[0] #Honor[0] buy[0] the[0] new[0] one[0] coming[0] 'soon'[0] #honorblue[0] #forthebrave[0] #notfortheimpatient[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
they had me convinced Ambrose was going to use a chainsaw ! #WrestleMania #streetfight 	they had me convinced Ambrose was going to use a chainsaw !<br> #WrestleMania #streetfight	1	-1	 they[0] had[0] me[0] convinced[0] Ambrose[0] was[0] going[0] to[0] use[0] a[0] chainsaw[0] [[Sentence=-1,1=word max, 1-5]] #WrestleMania[0] #streetfight[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME Is Zack from Iowa . . . didn't know that . . . 	NAME Is Zack from Iowa .<br> .<br> .<br> didn't know that .<br> .<br> .	1	-1	 NAME[0] Is[0] Zack[0] from[0] Iowa[0] [[Sentence=-1,1=word max, 1-5]] didn't[0] know[0] that[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME Waiting For Call Of Duty Ghost 2 to Come out  merkmusic 	NAME Waiting For Call Of Duty Ghost 2 to Come out  merkmusic	1	-2	 NAME[0] Waiting[0] For[0] Call[0] Of[0] Duty[-1] Ghost[0] 2[0] to[0] Come[0] out[0] merkmusic[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
College is like losing your mom in the grocery store for 4 years	College is like losing your mom in the grocery store for 4 years	2	-3	 College[0] is[0] like[1] losing[-2] your[0] mom[0] in[0] the[0] grocery[0] store[0] for[0] 4[0] years[0] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
NAME Guess he didn't need security at the crowded arena . The truth will out HYPERLINK	NAME Guess he didn't need security at the crowded arena .<br> The truth will out HYPERLINK	2	-1	 NAME[0] Guess[0] he[0] didn't[0] need[0] security[1] at[0] the[0] crowded[0] arena[0] [[Sentence=-1,2=word max, 1-5]] The[0] truth[1] will[0] out[0] HYPERLINK[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
I'm such a bitch , it's #beautiful . . . 	I'm such a bitch , it's #beautiful .<br> .<br> .	1	-2	 I'm[0] such[0] a[0] bitch[-1] it's[0] #beautiful[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Im going to start making choices off of others opinions lol 	Im going to start making choices off of others opinions laugh out loud	2	-1	 Im[0] going[0] to[0] start[0] making[0] choices[0] off[0] of[0] others[0] opinions[0] lol[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
So NAME & amp; NAME , we can expect the new sWs tomorrow ? 	So NAME & amp; NAME , we can expect the new sWs tomorrow ?	1	-1	 So[0] NAME[0] &[0] amp[0] NAME[0] we[0] can[0] expect[0] the[0] new[0] sWs[0] tomorrow[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Same . . . #doubletap #funny #immaStartBeingSarcastic .        HYPERLINK HYPERLINK	Same .<br> .<br> .<br> #doubletap #funny #immaStartBeingSarcastic .<br>        HYPERLINK HYPERLINK	1	-1	 Same[0] [[Sentence=-1,1=word max, 1-5]] #doubletap[0] #funny[0] #immaStartBeingSarcastic[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME NO . WAY . You are the first person to share that stunning fact . WOW ! #LGM	NAME NO .<br> WAY .<br> You are the first person to share that stunning fact .<br> WOW !<br> #LGM	3	-1	 NAME[0] NO[0] [[Sentence=-1,1=word max, 1-5]] WAY[0] [[Sentence=-1,1=word max, 1-5]] You[0] are[0] the[0] first[0] person[0] to[0] share[0] that[0] stunning[0] fact[0] [[Sentence=-1,1=word max, 1-5]] WOW[2] [[Sentence=-1,3=word max, 1-5]] #LGM[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
NAME So glamorous ! I wish I could have your life n jus blog n color n twist all day !  stopthestigma         	NAME So glamorous !<br> I wish I could have your life n jus blog n color n twist all day !<br>  stopthestigma        	2	-1	 NAME[0] So[0] glamorous[1] [[Sentence=-1,2=word max, 1-5]] I[0] wish[0] I[0] could[0] have[0] your[0] life[0] n[0] jus[0] blog[0] n[0] color[0] n[0] twist[0] all[0] day[0] [[Sentence=-1,1=word max, 1-5]] stopthestigma[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
"Hope you're achieving what you planned ? ""He's doing a great Job" Obama told a man who stood beside him , gesturing at Buhari . 	"Hope you're achieving what you planned ?<br> "He's doing a great Job" Obama told a man who stood beside him , gesturing at Buhari .	3	-1	 Hope[2] you're[0] achieving[0] what[0] you[0] planned[0] [[Sentence=-1,3=word max, 1-5]] He's[0] doing[0] a[0] great[2] Job[0] Obama[0] told[0] a[0] man[0] who[0] stood[0] beside[0] him[0] gesturing[0] at[0] Buhari[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
He must be so happy with his new  mentor . But NAME  MindYourButt , else  2Decades will be back . HYPERLINK	He must be so happy with his new  mentor .<br> But NAME  MindYourButt , else  2Decades will be back .<br> HYPERLINK	2	-1	 He[0] must[0] be[0] so[0] happy[1] with[0] his[0] new[0] mentor[0] [[Sentence=-1,2=word max, 1-5]] But[0] NAME[0] MindYourButt[0] else[0] 2Decades[0] will[0] be[0] back[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
NAME NAME HYPERLINKShows their amazing concern for  HumanRights  Israel	NAME NAME HYPERLINKShows their amazing concern for  HumanRights  Israel	3	-2	 NAME[0] NAME[0] HYPERLINKShows[0] their[0] amazing[2] concern[-1] for[0] HumanRights[0] Israel[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
NAME No . I was trying to let people know that your first statement was . Didn't want anybody confused . 	NAME No .<br> I was trying to let people know that your first statement was .<br> Didn't want anybody confused .	1	-2	 NAME[0] No[0] [[Sentence=-1,1=word max, 1-5]] I[0] was[0] trying[0] to[0] let[0] people[0] know[0] that[0] your[0] first[0] statement[0] was[0] [[Sentence=-1,1=word max, 1-5]] Didn't[0] want[0] anybody[0] confused[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Doing a chocolate run and hitting the post office for Mrs . Matthews . I'll sadly miss Ryback , most likely . 	Doing a chocolate run and hitting the post office for Mrs .<br> Matthews .<br> I'll sadly miss Ryback , most likely .	2	-2	 Doing[0] a[0] chocolate[0] run[0] and[0] hitting[0] the[0] post[0] office[0] for[0] Mrs[0] [[Sentence=-1,1=word max, 1-5]] Matthews[0] [[Sentence=-1,1=word max, 1-5]] I'll[0] sadly[-1] miss[-1] Ryback[0] most[0] likely[0] [[Sentence=-2,1=word max, 1-5]] [[changed to +2 due to 'miss']][[[2,-2 max of sentences]]]
NAME NAME Will you be in or around Tulsa Fri ? If not we're in OKC like 5 weeks in a row soon 	NAME NAME Will you be in or around Tulsa Fri ?<br> If not we're in OKC like 5 weeks in a row soon	2	-1	 NAME[0] NAME[0] Will[0] you[0] be[0] in[0] or[0] around[0] Tulsa[0] Fri[0] [[Sentence=-1,1=word max, 1-5]] If[0] not[0] we're[0] in[0] OKC[0] like[1] 5[0] weeks[0] in[0] a[0] row[0] soon[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Now here's a match we haven't gotten old of . . #wrestlemania	Now here's a match we haven't gotten old of .<br> .<br> #wrestlemania	1	-1	 Now[0] here's[0] a[0] match[0] we[0] haven't[0] gotten[0] old[0] of[0] [[Sentence=-1,1=word max, 1-5]] #wrestlemania[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Damn Straight !  quoteoftheday  fridayfeeling  spice  winetime  implus_daily… HYPERLINK	Damn Straight !<br>  quoteoftheday  fridayfeeling  spice  winetime  implus_daily… HYPERLINK	1	-2	 Damn[-1] Straight[0] [[Sentence=-2,1=word max, 1-5]] quoteoftheday[0] fridayfeeling[0] spice[0] winetime[0] implus_daily…[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
"Older is better , right ? " New York’s First Distillery Since Prohibition Keeps the Liquor History Brewing HYPERLINK	"Older is better , right ?<br> " New York’s First Distillery Since Prohibition Keeps the Liquor History Brewing HYPERLINK	1	-2	 Older[0] is[0] better[0] right[0] [[Sentence=-1,1=word max, 1-5]] New[0] York’s[0] First[0] Distillery[0] Since[0] Prohibition[-1] Keeps[0] the[0] Liquor[0] History[0] Brewing[0] HYPERLINK[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Wow NAME thx for the Windows 10 update . . . now my www isn't working and also not my camera and Windows features . . . great work ! 	Wow NAME thanks for the Windows 10 update .<br> .<br> .<br> now my w isn't working and also not my camera and Windows features .<br> .<br> .<br> great work !	3	-1	 Wow[2] NAME[0] thx[0] for[0] the[0] Windows[0] 10[0] update[0] [[Sentence=-1,3=word max, 1-5]] now[0] my[0] www/w[0] isn't[0] working[0] and[0] also[0] not[0] my[0] camera[0] and[0] Windows[0] features[0] [[Sentence=-1,1=word max, 1-5]] great[2] work[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
text test fb- & gt;twit 	text test fb- & gt;twit	1	-2	 text[0] test[0] fb[0] &[0] gt[0] twit[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
NAME exactly . Why even agree to match . Why not just say nah . This better result in a Ryback vs Goldberg WM match 	NAME exactly .<br> Why even agree to match .<br> Why not just say nah .<br> This better result in a Ryback vs Goldberg WM match	1	-1	 NAME[0] exactly[0] [[Sentence=-1,1=word max, 1-5]] Why[0] even[0] agree[0] to[0] match[0] [[Sentence=-1,1=word max, 1-5]] Why[0] not[0] just[0] say[0] nah[0] [[Sentence=-1,1=word max, 1-5]] This[0] better[0] result[0] in[0] a[0] Ryback[0] vs[0] Goldberg[0] WM[0] match[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6-3 . Percy's fantastic pull saved us 	6-3 .<br> Percy's fantastic pull saved us	3	-1	 6[0] -3[0] [[Sentence=-1,1=word max, 1-5]] Percy's[0] fantastic[2] pull[0] saved[1] us[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Learn from history . It is available to us for a reason . HYPERLINK	Learn from history .<br> It is available to us for a reason .<br> HYPERLINK	1	-1	 Learn[0] from[0] history[0] [[Sentence=-1,1=word max, 1-5]] It[0] is[0] available[0] to[0] us[0] for[0] a[0] reason[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Omaha , you have such great forewarnings about lane closures . . . 	Omaha , you have such great forewarnings about lane closures .<br> .<br> .	3	-1	 Omaha[0] you[0] have[0] such[0] great[2] forewarnings[0] about[0] lane[0] closures[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Thank you so much 7th period for introducing "Damn Daniel" into my life . My life feels so much more complete now . 	Thank you so much 7th period for introducing "Damn Daniel" into my life .<br> My life feels so much more complete now .	2	-2	 Thank[1] you[0] so[0] much[0] 7th[0] period[0] for[0] introducing[0] Damn[-1] Daniel[0] into[0] my[0] life[0] [[Sentence=-2,2=word max, 1-5]] My[0] life[0] feels[0] so[0] much[0] more[0] complete[0] now[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
Trump making fun of Rubio's height during  GOPTownHall  classy 	Trump making fun of Rubio's height during  GOPTownHall  classy	2	-1	 Trump[0] making[0] fun[1] of[0] Rubio's[0] height[0] during[0] GOPTownHall[0] classy[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME it is so educational to see what these englihtened liberal faggots devote resources to . . . 	NAME it is so educational to see what these englihtened liberal faggots devote resources to .<br> .<br> .	3	-1	 NAME[0] it[0] is[0] so[0] educational[0] to[0] see[0] what[0] these[0] englihtened[0] liberal[0] faggots[0] devote[2] resources[0] to[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Man , so glad for the hope & amp; change [pic]  tcot  tgdn  PJNET  LNYHBT  ccot  RedNationRising  SGP HYPERLINK	Man , so glad for the hope & amp; change [pic]  tcot  tgdn  PJNET  LNYHBT  cot  RedNationRising  SGP HYPERLINK	3	-1	 Man[0] so[0] glad[1] for[0] the[0] hope[2] &[0] amp[0] change[0] [pic][0] tcot[0] tgdn[0] PJNET[0] LNYHBT[0] ccot/cot[0] RedNationRising[0] SGP[0] HYPERLINK[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
You acting all cool and bad to get the boys , but in reality , you act all drunk and kiddish to get arrested . NAME NAME	You acting all cool and bad to get the boys , but in reality , you act all drunk and kiddish to get arrested .<br> NAME NAME	2	-2	 You[0] acting[0] all[0] cool[1] and[0] bad[-1] to[0] get[0] the[0] boys[0] but[0] in[0] reality[0] you[0] act[0] all[0] drunk[-1] and[0] kiddish[0] to[0] get[0] arrested[0] [[Sentence=-2,2=word max, 1-5]] NAME[0] NAME[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
Damn I forgot even after you graduate (or are old enough to graduate) from high school social media is the only thing that matters 	Damn I forgot even after you graduate (or are old enough to graduate) from high school social media is the only thing that matters	1	-2	 Damn[-1] I[0] forgot[0] even[0] after[0] you[0] graduate[0] or[0] are[0] old[0] enough[0] to[0] graduate[0] from[0] high[0] school[0] social[0] media[0] is[0] the[0] only[0] thing[0] that[0] matters[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Callon is back , intact . Check out the #Allegiance sample on #bookbuzzr #mustread #fantasy #dragon - HYPERLINK	Callon is back , intact .<br> Check out the #Allegiance sample on #bookbuzr #mustread #fantasy #dragon - HYPERLINK	1	-1	 Callon[0] is[0] back[0] intact[0] [[Sentence=-1,1=word max, 1-5]] Check[0] out[0] the[0] #Allegiance[0] sample[0] on[0] #bookbuzzr/#bookbuzr[0] #mustread[0] #fantasy[0] #dragon[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
